text,source,query
"Conflict of interest statement: Disclosure statement No potential conflict of 
interest was reported by the author(s).",PubMed,flow state peak performance psychology
"Value of Comprehensive Rehabilitation Therapy in Patients with Chronic 
Obstructive Pulmonary Disease and its Effect on Improving Inflammation.",PubMed,flow state peak performance psychology
"OBJECTIVE: To investigate the value of comprehensive rehabilitation therapy in 
chronic obstructive pulmonary disease (COPD) and its effect on improvement in 
patients' inflammation.
METHODS: A total of 174 patients with acute COPD exacerbation in the Affiliated 
Hospital of Hebei University in China from March 2020 to January 2022 were 
selected as research subjects. They were divided into control, acute and stable 
groups according to the random number table method (n=58 in each group). The 
control group was given conventional treatment; the acute group started 
comprehensive rehabilitation treatment in the acute phase; in the stable group, 
comprehensive rehabilitation treatment was initiated in the stable period after 
the condition was stabilized with conventional treatment. Tumor necrosis 
factor-α (TNF-α), high-sensitivity C-reactive protein (hs-CRP), interleukin-6 
(IL-6) and pulmonary function were measured before and after treatment, with the 
forced expiratory volume in 1 second (FEV1), forced expiratory volume in 1 
second/forced vital capacity (FEV1/FVC) ratio, and peak expiratory flow rate 
(PEF). A 6-min walk test (6MWD) was performed on the patient, and the ability to 
perform activities of daily living (ADL), self-rating anxiety scale (SAS) and 
self-rating depression scale (SDS) were used to assess patients' ability to 
perform ADL and psychology. Finally, the incidence of adverse events (AEs) in 
patients was recorded and a quality of life (QoL) survey was completed.
RESULTS: The 6MWD test, ADL, FEV1, FEV1/FVC and PEF were elevated in the acute 
and stable groups compared with the control group, whereas shortness of breath, 
TNF-α, hs-CRP and IL-6 were decreased (P < .05). SAS and SDS scores were reduced 
in the acute and stable groups after treatment (P < .05), while there was no 
change in the control group (P > .05). In addition, QoL was higher in the acute 
and stable groups (P < .05). The improvement of all indicators in the acute 
group was better than in the stable group (P < .05).
CONCLUSION: Comprehensive rehabilitation therapy can improve the exercise 
capacity and lung function of patients with COPD, reduce inflammation, and 
improve patients' negative psychology.",PubMed,flow state peak performance psychology
"The efficacy of a home-use metabolic device (Lumen) in response to a short-term 
low and high carbohydrate diet in healthy volunteers.",PubMed,flow state peak performance psychology
"Roberts J(1), Dugdale-Duwell D(2), Lillis J(1), Pinto JM(1), Willmott A(1), 
Yeshurun S(3), Mor M(3), Souren T(4)(5).",PubMed,flow state peak performance psychology
"Author information:
(1)Cambridge Centre for Sport and Exercise Sciences (CCSES), School of 
Psychology and Sport Science, Anglia Ruskin University, Cambridge, UK.
(2)Occupational and Environmental Physiology Group, Centre for Sport Exercise 
and Life Sciences, Coventry University, Coventry, UK.
(3)MetaFlow Ltd, Tel Aviv, Israel.
(4)Utrecht University Medical Center, Utrecht, The Netherlands.
(5)School of Human Biology, Maastricht University, Maastricht, The Netherlands.",PubMed,flow state peak performance psychology
"BACKGROUND: Based on stoichiometric assumptions, and real-time assessment of 
expired carbon dioxide (%CO2) and flow rate, the Lumen device provides potential 
for consumers/athletes to monitor metabolic responses to dietary programs 
outside of laboratory conditions. However, there is a paucity of research 
exploring device efficacy. This study aimed to evaluate Lumen device response 
to: i) a high-carbohydrate meal under laboratory conditions, and ii) a 
short-term low- or high-carbohydrate diet in healthy volunteers.
METHODS: Following institutional ethical approval, 12 healthy volunteers (age: 
36 ± 4 yrs; body mass: 72.1 ± 3.6 kg; height: 1.71 ± 0.02 m) performed Lumen 
breath and Douglas bag expired air measures under fasted laboratory conditions 
and at 30 and 60 min after a high-carbohydrate (2 g·kg-1) meal, along with 
capilliarized blood glucose assessment. Data were analyzed using a one-way 
ANOVA, with ordinary least squares regression used to assess the model between 
Lumen expired carbon dioxide percentage (L%CO2) and respiratory exchange ratio 
(RER). In a separate phase, 27 recreationally active adults (age: 42 ± 2 yrs; 
body mass: 71.9 ± 1.9 kg; height: 1.72 ± 0.02 m) completed a 7-day low- (~20% of 
energy intake [EI]; LOW) or high-carbohydrate diet (~60% of EI; HIGH) in a 
randomized, cross-over design under free-living conditions. L%CO2 and derived 
Lumen Index (LI) were recorded daily across morning (fasted and post-breakfast) 
and evening (pre/post meal, pre-bed) periods. Repeated measures ANOVA were 
employed for main analyses, with Bonferroni post-hoc assessment applied (P 
≤ 0.05).
RESULTS: Following the carbohydrate test-meal, L%CO2 increased from 4.49 ± 0.05% 
to 4.80 ± 0.06% by 30 min, remaining elevated at 4.76 ± 0.06% by 60 min 
post-feeding (P < 0.001, ηp2 = 0.74). Similarly, RER increased by 18.1% from 
0.77 ± 0.03 to 0.91 ± 0.02 by 30 min post-meal (P = 0.002). When considering 
peak data, regression analysis demonstrated a significant model effect between 
RER and L%CO2 (F = 5.62, P = 0.03, R2 = 0.20). Following main dietary 
interventions, no significant interactions (diet × day) were found. However, 
main diet effects were evident across all time-points assessed, highlighting 
significant differences for both L%CO2 and LI between LOW and HIGH conditions (P 
< 0.003). For L%CO2, this was particularly noted under fasted (4.35 ± 0.07 vs. 
4.46 ± 0.06%, P = 0.001), pre-evening meal (4.35 ± 0.07 vs. 4.50 ± 0.06%, P 
< 0.001), and pre-bed time-points (4.51 ± 0.08 vs. 4.61 ± 0.06%, P = 0.005).
CONCLUSION: Our findings demonstrated that a portable, home-use metabolic device 
(Lumen) detected significantly increased expired %CO2 in response to a 
high-carbohydrate meal, and may be useful in tracking mean weekly changes to 
acute dietary carbohydrate modifications. Additional research is warranted to 
further determine the practical and clinical efficacy of the Lumen device in 
applied compared to laboratory settings.",PubMed,flow state peak performance psychology
"Conflict of interest statement: Whilst this study was undertaken independently, 
both SY and MM are employed by MetaFlow Ltd. As such, they were only involved 
with conceptual design and equipment support, and were fully independent of the 
main research team conducting the data collection for this study. TS has acted 
in a scientific advisory capacity for MetaFlow Ltd. This has therefore been 
noted for transparency.",PubMed,flow state peak performance psychology
"Hemodynamic and cardiorespiratory responses to submaximal and maximal exercise 
in adults with Down syndrome.",PubMed,flow state peak performance psychology
"Oviedo GR(1)(2), Carbó-Carreté M(3)(4), Guerra-Balic M(1), Tamulevicius N(5), 
Esquius L(6), Guàrdia-Olmos J(4)(7)(8), Javierre C(9).",PubMed,flow state peak performance psychology
"Author information:
(1)Faculty of Psychology, Education and Sport Science Blanquerna, University 
Ramon Llull, Barcelona, Spain.
(2)School of Health Science Blanquerna, University Ramon Llull, Barcelona, 
Spain.
(3)Serra Hunter Fellow, Department of Cognition, Development and Educational 
Psychology, Faculty of Psychology, University of Barcelona, Barcelona, Spain.
(4)Institute of Neuroscience, University of Barcelona, Barcelona, Spain.
(5)Department of Health Sciences and Human Performance, College of Natural and 
Health Sciences, The University of Tampa, Tampa, FL, United States.
(6)Foodlab Research Group, Faculty of Health Sciences, Universitat Oberta de 
Catalunya, Barcelona, Spain.
(7)Department of Social Psychology and Quantitative Psychology, Faculty of 
Psychology, University of Barcelona, Barcelona, Spain.
(8)Universitat de Barcelona Institute of Complex Systems, Barcelona, Spain.
(9)Department of Physiological Sciences, Faculty of Medicine, University of 
Barcelona, Barcelona, Spain.",PubMed,flow state peak performance psychology
"Introduction: The genetic disorder causing Down syndrome (DS) affects the 
cardiorespiratory and hemodynamic parameters. When exercising, sufficient blood 
flow is necessary for active muscles. Cardiac output (Q) must be proportional to 
the peripheral requirements. In case the stroke volume (SV) is lower, the heart 
rate (HR) will increase further in order to maintain an adequate blood flow in 
the active territories (HR compensatory response). People with DS have a lower 
HR response to maximal exercise. Nevertheless, the response of the hemodynamic 
and cardiorespiratory parameters during the submaximal phases of maximal 
exercise was not well studied. Objective: to evaluate cardiorespiratory and 
hemodynamic parameters 1) during submaximal and 2) maximal metabolic treadmill 
test in individuals with and without DS. Methods: fifteen adults with DS (age = 
27.33 ± 4.98 years old; n = 12 males/3 females) and 15 adults without 
disabilities, matched by age and sex, participated in this cross-sectional 
study. Peak and submaximal cardiorespiratory and hemodynamic parameters were 
measured during a treadmill test. Linear mixed-effects models were used to 
analyse interactions between the variables. Post-hoc analyses were employed to 
assess within and between-group differences. Results: The DS group showed lower 
peak values for ventilation (VE), respiratory exchange ratio (RER), tidal volume 
(VT), ventilatory equivalent for O2 (VEqO2), end-tidal partial pressure for O2 
(PETO2), O2 uptake (VO2) and CO2 production (all p < 0 .050), Q, SV, systolic 
and diastolic blood pressure (SBP, DBP), and HR (all p < 0 .050). There were 
group-by-time interactions (all p < 0 .050) for all ventilatory submaximal 
values. Significant group and time differences were observed for VE; RER; 
respiratory rate (RR); VEqO2; PETO2; VO2, and VT (all p < 0 .050). There were 
also group-by-time interactions (all p < 0 .050) and group and time differences 
for SBP, mean arterial blood pressure (MAP) and HR (all p < 0.010). Conclusion: 
During submaximal exercise, we verified a compensatory response of HR, and 
greater VE and VO2 in the individuals with DS. In addition, we were able to 
observe that the DS group had a reduced SBP and MAP response to submaximal 
exercise. On the other hand, we found that adults with DS have lower peak 
hemodynamic and cardiorespiratory values, and a lower cardiac reserve. Further 
research is warranted to investigate the effects of these results on the general 
health of adults with DS and the impact of long-term exercise programs on these 
parameters.",PubMed,flow state peak performance psychology
"Copyright © 2022 Oviedo, Carbó-Carreté, Guerra-Balic, Tamulevicius, Esquius, 
Guàrdia-Olmos and Javierre.",PubMed,flow state peak performance psychology
"Conflict of interest statement: The authors declare that the research was 
conducted in the absence of any commercial or financial relationships that could 
be construed as a potential conflict of",PubMed,flow state peak performance psychology
"Effects of Transcranial Magnetic Stimulation Combined with Computer-Aided 
Cognitive Training on Cognitive Function of Children with Cerebral Palsy and 
Dysgnosia.",PubMed,flow state peak performance psychology
"Author information:
(1)Department of Rehabilitation, Qingdao Women and Children's Hospital, Qingdao, 
Shandong 266034, China.",PubMed,flow state peak performance psychology
"OBJECTIVE: This study is aimed at researching transcranial magnetic stimulation 
(TMS) effects combined with computer-aided cognitive training (CACT) on 
cognitive function of children suffering from cerebral palsy and dysgnosia.
METHODS: From December 2019 to October 2021, 86 children with cerebral palsy and 
dysgnosia who were treated at our hospital were recruited and assigned into 
observation and control groups (n = 43, each) using the random number table 
technique. The observation group received TMS combined with CACT (TMS+CACT), 
whereas the control group received only TMS. Chinese Wechsler Young Children 
Scale of Intelligence (C-WYCSI) and Chinese-Wechsler Intelligence Scale for 
Children (C-WISC) were used to evaluate the intelligence level of the two 
groups; Gross Motor Function Measure-88 (GMFM-88) of Fudan Chinese version was 
employed for evaluating the gross motor function of the two groups; a comparison 
was drawn among the two groups for the cerebral hemodynamic parameters before 
and after the treatment.
RESULTS: For young children, the verbal intelligence quotient (VIQ) scores at 6 
and 12 weeks of treatment in the observation group were increased when compared 
to those in the control group (48.91 ± 3.70 vs. 47.32 ± 3.33, 54.25 ± 4.46 vs. 
49.48 ± 3.36), and the observation group's performance intelligence quotient 
(PIQ) score at 12 weeks of treatment was higher as to that of the control group 
(65.38 ± 4.23 vs. 62.81 ± 4.74, all P < 0.05). For older age children, the 
observation group's VIQ and PIQ scores were greater than the control group's at 
6 and 12 weeks of treatment, with statistical significance (63.80 ± 3.76 vs. 
59.50 ± 5.32, 74.64 ± 12.04 vs. 65.08 ± 6.30; 63.91 ± 5.96 vs. 58.42 ± 3.70, 
72.73 ± 5.06 vs. 66.42 ± 5.93; all P < 0.05). The GMFM-88 scale scores in both 
groups were increased after 6 and 12 weeks of treatment. After treatment for 12 
weeks, the observation group's A-E scores were greater than those of the control 
group (all P < 0.05). The peak systolic velocity (V s), end-diastolic velocity 
(V d), and mean velocity (V m) at the anterior cerebral artery (ACA), middle 
cerebral artery (MCA), and posterior cerebral artery (PCA) in the observation 
group were dramatically increased than those in the control group (all P < 0.05) 
after 12 weeks of treatment.
CONCLUSION: TMS+CACT can effectively improve the intelligence level, cognitive 
ability, gross motor function, and cerebral blood flow of children suffering 
from cerebral palsy and intellectual disability.",PubMed,flow state peak performance psychology
"Author information:
(1)Experimental Neuropsychology Unit, Department of Psychology, Saarland 
University, Saarbrücken, Germany.
(2)Cardiff University Brain Research Imaging Centre (CUBRIC), School of 
Psychology, Cardiff University, Cardiff, UK.
(3)Faculty of Sport Science, Leipzig University, Leipzig, Germany.",PubMed,flow state peak performance psychology
"Flow is defined as a cognitive state that is associated with a feeling of 
automatic and effortless control, enabling peak performance in highly 
challenging situations. In sports, flow can be enhanced by mindfulness training, 
which has been associated with frontal theta activity (4-8 Hz). Moreover, 
frontal-midline theta oscillations were shown to subserve control processes in a 
large variety of cognitive tasks. Based on previous theta neurofeedback training 
studies, which revealed that one training session is sufficient to enhance motor 
performance, the present study investigated whether one 30-minute session of 
frontal-midline theta neurofeedback training (1) enhances flow experience 
additionally to motor performance in a finger tapping task, and (2) transfers to 
cognitive control processes in an n-back task. Participants, who were able to 
successfully upregulate their theta activity during neurofeedback training 
(responders), showed better motor performance and flow experience after training 
than participants, who did not enhance their theta activity (non-responders). 
Across all participants, increase of theta activity during training was 
associated with motor performance enhancement from pretest to posttest 
irrespective of pre-training performance. Interestingly, theta training gains 
were also linked to the increase of flow experience, even when corresponding 
increases in motor performance were controlled for. Results for the n-back task 
were not significant. Even though these findings are mainly correlational in 
nature and additional flow-promoting influences need to be investigated, the 
present findings suggest that frontal-midline theta neurofeedback training is a 
promising tool to support flow experience with additional relevance for 
performance enhancement.",PubMed,flow state peak performance psychology
"25. Exp Aging Res. 2023 Jul-Sep;49(4):372-388. doi:
10.1080/0361073X.2022.2109340.  Epub 2022 Aug 11.",PubMed,flow state peak performance psychology
"Saillant K(1)(2)(3), Intzandt B(2)(3)(4)(5), Bérubé B(1)(2)(3), Sanami 
S(2)(5)(6), Gauthier C(2)(5)(6), Bherer L(2)(3)(7).",PubMed,flow state peak performance psychology
"Author information:
(1)Department of Psychology, Université du Québec à Montréal, Montréal, Québec, 
Canada.
(2)Research Center of the Montreal Heart Institute, Montréal, Québec, Canada.
(3)Research Center of the Institut Universitaire de Gériatrie de Montréal, 
Montréal, Québec, Canada.
(4)School of Graduate Studies, Concordia University, Montréal, Québec, Canada.
(5)PERFORM Centre, Concordia University, Montréal, Québec, Canada.
(6)Physics Department, Concordia University, Montréal, Québec, Canada.
(7)Department of Medicine, Université de Montréal, Montréal, Québec, Canada.",PubMed,flow state peak performance psychology
"BACKGROUND: Physical inactivity significantly increases risk of cardiovascular 
diseases, which are highly prevalent in aging. Conversely, higher levels of 
physical activity in aging have been associated with benefits for physical and 
cognitive health and is hypothesized to prevent and reduce development of 
cardiovascular risk factors. However, those older adults with the highest 
activity levels (i.e., Master Athletes [MA]) are relatively understudied, and 
even fewer studies involve female MA.
OBJECTIVE: The aim of this study was to compare the physiological, physical, and 
cognitive profiles of an 83-year-old track-and-field MA runner to a sample of 
inactive age-matched females.
RESULTS: Results revealed the MA had a high peak oxygen uptake and had superior 
performance on visuospatial memory tasks compared to her inactive counterparts. 
Cerebral blood flow was slightly elevated in the MA, but lower cerebrovascular 
reactivity was revealed compared to the other female included in the magnetic 
resonance imaging portion.
CONCLUSION: Our results suggest that high levels of physical activity have 
benefits on multiple aspects of an aging female's life and that more studies 
should include MA, as well as a spectrum of cardiorespiratory fitness to further 
understand the role of physical activity in female aging.",PubMed,flow state peak performance psychology
"Complex PTSD latent dimensions: The role of posttraumatic cognitions in an 
active-duty military and police combatant sample.",PubMed,identity self-concept threat
"Author information:
(1)Department of Psychology, College of Arts and Social Sciences, Mindanao State 
University - Iligan Institute of Technology, Iligan City, Philippines.
(2)Department of Professional Education, Mindanao State University - Iligan 
Institute of Technology, Iligan City, Philippines.",PubMed,identity self-concept threat
"Complex posttraumatic stress disorder (CPTSD) is marked by core PTSD symptoms 
and disturbances in self-organization (DSO). While the ICD-11 defines CPTSD 
through two higher-order factors, emerging evidence supports alternative models 
to the traditional structure. The present study aimed to: (1) identify the 
best-fitting model of CPTSD symptoms in Filipino combat-exposed military and 
police combatants and (2) examine how posttraumatic cognitions contribute to the 
expression of these symptoms. Study 1 investigated competing models using 
confirmatory factor analysis. In Study 2, posttraumatic cognitions were tested 
as predictors of each CPTSD symptom cluster in the best-fitting model. The 
correlated six-factor model demonstrated superior fit compared to alternative 
models. Posttraumatic cognitions significantly predicted symptoms across both 
PTSD (intrusions, avoidance, threat) and DSO (affective dysregulation, negative 
self-concept, relational disturbance). While negative cognitions predicted DSO 
symptoms, significant associations with PTSD symptoms were also observed. These 
findings support the conceptual and empirical utility of the six-factor model 
and suggest that posttraumatic cognitions exert a differential but residual 
influence across CPTSD symptom clusters. Results align with the Memory & 
Identity (M&I) theory, which posits that trauma-related cognitions affect both 
trauma memory processing and self-identity, contributing uniquely to symptom 
expression.",PubMed,identity self-concept threat
"Author information:
(1)School of Psychology, Faculty of Science, University of Auckland, New 
Zealand.
(2)School of Pharmacy, Faculty of Medical and Health Sciences, University of 
Auckland, New Zealand.
(3)School of Population Health, The University of Auckland, Auckland, New 
Zealand.",PubMed,identity self-concept threat
"INTRODUCTION: The role of identity is increasingly a subject of study in smoking 
cessation research. However, there is still no standard approach to accounting 
for the construct of identity. The present review was set to identify theories 
used in peer-reviewed studies to inform the concept of identity in smoking 
cessation research.
METHODS: A systematic search strategy containing MeSH-based terms focusing on 
identity and smoking cessation was applied to three databases on February 15, 
2026.
RESULTS: Thirty-one studies were included, using qualitative, experimental, 
mixed-methods and software-development designs. Nine theories were used: the 
PRIME theory of motivation (n = 11); Theory of Planned Behaviour (n = 6) and/or 
Theory of Reasoned Action (n = 1); Social Identity Theory (n = 7) and/or 
Self-Categorisation Theory (n = 2); Social Identity Threat (n = 4); Symbolic 
Interaction Theory alone (n = 1) or in combination with Integrative Theory of 
Identity (n = 1); and Cognitive Dissonance Theory (n = 1). These theories served 
as theoretical frameworks or foundations for developing hypotheses, guiding data 
collection and analysis, and conceptualising identity. Despite differences in 
methods and outcomes, studies highlight that identity plays an important role in 
smoking cessation.
CONCLUSIONS: Identified identity theories in smoking cessation research fall 
broadly into cognitive or social categories, but there is no consistent approach 
to selecting or operationalising them. Findings are limited by the number and 
heterogeneity of studies, but suggest identity is a valuable target for 
enhancing and developing personalised smoking cessation interventions.",PubMed,identity self-concept threat
"© The Author(s) 2026. Published by Oxford University Press on behalf of the 
Society for Research on Nicotine and Tobacco.",PubMed,identity self-concept threat
"Internalized Racism Is Associated With Active Suicidal Desire Through 
Self-Dehumanization and Perceived Burdensomeness.",PubMed,identity self-concept threat
"Author information:
(1)Department of Psychology, Florida State University, Tallahassee, Florida, 
USA.
(2)Department of Psychological & Brain Sciences, Texas A&M University, College 
Station, Texas, USA.",PubMed,identity self-concept threat
"INTRODUCTION: Internalized racism has previously been associated with suicidal 
risk, but existing work has yet to identify mechanisms underlying this 
relationship. Conceptual overlap between the group devaluation component of 
internalized racism and self-dehumanization, the belief that one is less than 
human, offers an explanation for how identity (e.g., of race/ethnicity and 
species) may increase risk for suicide. This study examined the associations 
between internalized racism, self-dehumanization, interpersonal needs, and 
suicidal desire in a sample of racial/ethnic minorities.
METHODS: Analyses assessed whether internalized racism-based group devaluation 
significantly correlated with interpersonal needs beyond self-dehumanization. 
Suicide risk was then modeled as a latent variable (i.e., interpersonal needs 
and suicidal desire) observing the relationship of internalized racism on 
suicide risk through interpersonal needs and self-dehumanization.
RESULTS: Results demonstrated that internalized racism was associated with 
perceived burdensomeness, but not thwarted belongingness, through 
self-dehumanization. These findings extended to suicide risk, with internalized 
racism being associated with active suicidal desire through perceived 
burdensomeness and self-dehumanization.
CONCLUSION: Findings demonstrate how devaluing one's racial/ethnic group leads 
to further self-devaluations, elevating risk for suicidal desire. Future studies 
should seek to replicate these findings longitudinally and experimentally with 
broader populations to assess how other forms of self-hatred may increase 
suicide risk.",PubMed,identity self-concept threat
"4. Eur J Psychotraumatol. 2026 Dec;17(1):2631358. doi: 
10.1080/20008066.2026.2631358. Epub 2026 Mar 19.",PubMed,identity self-concept threat
"A neurocognitive account of complex PTSD: self-modelling, affective 
dysregulation, and implications for MDMA-assisted and targeted psychotherapies.",PubMed,identity self-concept threat
"Author information:
(1)School of Humanities, The University of Adelaide, Adelaide, Australia.
(2)School of Psychology, The University of Queensland, Brisbane, Australia.
(3)IMPACT - The Institute for Mental and Physical Health and Clinical 
Translation, School of Medicine, Barwon Health, Deakin University, Geelong, VIC, 
Australia.
(4)Monash Centre for Consciousness and Contemplative Studies, Monash University, 
Melbourne, VIC, Australia.
(5)Centre for Advanced Imaging, Australian Institute for Bioengineering and 
Nanotechnology, The University of Queensland, Brisbane, Australia.",PubMed,identity self-concept threat
"Background: Complex post-traumatic stress disorder (C-PTSD) is a trauma-related 
condition characterized by pervasive disturbances in affect regulation, 
self-concept, and interpersonal functioning that extend beyond the symptom 
profile of post-traumatic stress disorder (PTSD). While neurobiological studies 
have implicated limbic, salience, and prefrontal systems in C-PTSD, mechanistic 
accounts linking these findings to disturbances in self-organization and 
treatment-relevant processes remain underdeveloped.Objective: This narrative 
review develops a hypothesis-generating neurocognitive account of C-PTSD 
grounded in predictive processing and self-modelling frameworks, with particular 
emphasis on affective dysregulation and disturbances in 
self-organization.Method: We synthesize clinical, neurobiological, and 
theoretical evidence to conceptualize PTSD and C-PTSD along a continuum of 
regulatory stability, and to advance a conceptual model highlighting the role of 
insula-mediated self-modelling processes. Within this framework, we examine 
3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy, as one 
illustrative intervention that may transiently modulate affective salience, 
interpersonal trust, and self-referential cognition.Results: The proposed model 
integrates converging evidence linking insular function to interoception, 
affective experience, salience processing, and self-referential cognition, and 
situates disturbances in self-organization as emerging from maladaptive 
predictive regulation under conditions of prolonged interpersonal adversity. 
This framework helps reconcile overlapping neurobiological findings across PTSD 
and C-PTSD while accounting for differences in symptom generalization, 
relational threat processing, and affective stability.Conclusions: This review 
delineates a set of testable, mechanistically grounded hypotheses concerning the 
role of self-modelling processes in C-PTSD. These hypotheses generate specific 
predictions for future empirical work and inform the design and evaluation of 
pharmacological and psychotherapeutic interventions that aim to recalibrate 
affective regulation and self-referential processing in complex trauma 
presentations.",PubMed,identity self-concept threat
"Plain Language Summary: Complex post-traumatic stress disorder (C-PTSD) arises 
from prolonged and/or severe trauma and is marked by difficulties with 
self-identity, emotional regulation, and interpersonal relationships.Our 
proposed model is based in active inference and highlights the insula, a key 
brain region for emotional awareness, as central to understanding how C-PTSD 
disrupts the sense of self.We propose that MDMA-assisted therapy may help 
rebuild a stable sense of self and improve emotional regulation, offering new 
hope where traditional treatments fall short.",PubMed,identity self-concept threat
"Antecedentes: El trastorno por estrés postraumático complejo (TEPT-C) es una 
afección relacionada con el trauma que se caracteriza por alteraciones 
generalizadas en la regulación afectiva, el concepto de uno mismo y el 
funcionamiento interpersonal que van más allá del perfil sintomático del 
trastorno por estrés postraumático (TEPT). Si bien los estudios neurobiológicos 
han implicado a los sistemas límbico, de saliencia y prefrontal en el TEPT-C, 
las explicaciones mecánicistas que relacionan estos hallazgos con las 
alteraciones en la autoorganización y los procesos relevantes para el 
tratamiento siguen sin estar suficientemente desarrolladas. Objetivo: Esta 
revisión narrativa desarrolla una explicación neurocognitiva generadora de 
hipótesis sobre el TEPT complejo basada en marcos de procesamiento predictivo y 
automodelado, con especial énfasis en la desregulación afectiva y las 
alteraciones en la autoorganización. Método: Sintetizamos la evidencia clínica, 
neurobiológica y teórica para conceptualizar el TEPT y el TEPT complejo a lo 
largo de un continuo de estabilidad regulatoria, y para promover un modelo 
conceptual que destaque el papel de los procesos de automodelado mediados por la 
ínsula. Dentro de este marco, examinamos la psicoterapia asistida con 
3,4-metilendioximetanfetamina (MDMA) como una intervención ilustrativa que puede 
modular de forma transitoria la relevancia afectiva, la confianza interpersonal 
y la cognición autorreferencial. Resultados: El modelo propuesto integra pruebas 
convergentes que relacionan la función insular con la interocepción, la 
experiencia afectiva, el procesamiento de la relevancia y la cognición 
autorreferencial y sitúa las alteraciones en la autoorganización como resultado 
de una regulación predictiva desadaptativa en condiciones de adversidad 
interpersonal prolongada. Este marco ayuda a conciliar los hallazgos 
neurobiológicos superpuestos entre el TEPT y el TEPT complejo, a la vez que 
considera las diferencias en la generalización de los síntomas, el procesamiento 
relacional de las amenazas y la estabilidad afectiva. Conclusiones: Esta 
revisión delinea un conjunto de hipótesis comprobables y con base mecanicista 
sobre el papel de los procesos de automodelado en el TEPT complejo. Estas 
hipótesis generan predicciones específicas para futuros trabajos empíricos y 
sirven de base para el diseño y la evaluación de intervenciones farmacológicas y 
psicoterapéuticas que tienen como objetivo recalibrar la regulación afectiva y 
el procesamiento autorreferencial en casos de trauma complejo.",PubMed,identity self-concept threat
"Real-world person re-identification (Re-ID) systems are susceptible to malicious 
attacks, leading to the leakage of pedestrian images and the Re-ID model, posing 
severe threats to the privacy of both system owners and pedestrians. Existing 
privacy-preserving person re-identification (PPPR) methods fail to 
simultaneously resist data leakage, model leakage, and data & model leakage 
while compromising the normal functionality of Re-ID systems. In this paper, we 
begin with an in-depth analysis of prior methodologies and identify the gap 
between existing works and the ideal PPPR paradigm. Inspired by the concept of 
""Let the invisible perturbation become the system trigger"", we propose SHIELD, a 
pioneering and comprehensive two-stage privacy-preserving framework. To resist 
data leakage, we propose a self-supervised method for Protected Dataset 
Generation in the first stage, which obviates the dependence on identity labels 
and ensures image quality. To resist model leakage without compromising the 
normal retrieval accuracy, we propose Original Feature Deconstruction and 
Protected Feature Alignment to train the system model with paired protected and 
original images. Extensive experiments substantiate that SHIELD significantly 
outperforms existing PPPR methods, offering robust and holistic protection for 
Re-ID systems while maintaining decent retrieval accuracy for authorized users. 
The code will be released soon.",PubMed,identity self-concept threat
"6. Curr Opin Psychiatry. 2026 May 1;39(3):201-208. doi: 
10.1097/YCO.0000000000001058. Epub 2026 Jan 5.",PubMed,identity self-concept threat
"Author information:
(1)Department of Psychological & Brain Sciences, Boston University.
(2)Department of Psychology, Vanderbilt University.
(3)Department of Health & Rehabilitation Sciences, Boston University, Boston, 
Massachusetts, USA.",PubMed,identity self-concept threat
"PURPOSE OF REVIEW: This review synthesizes emerging research on loneliness in 
psychosis, integrating neurocognitive, social, developmental, and 
phenomenological perspectives. We highlight how loneliness operates as both a 
precipitant and consequence of psychosis symptoms, discuss its manifestations 
across the psychosis spectrum, and outline conceptual and clinical priorities 
for advancing person-centered research and clinical care.
RECENT FINDINGS: Loneliness is highly prevalent in psychotic disorders and 
strongly associated with psychiatric symptom severity, instability of 
self-concept, and overall reduced wellbeing. Neurocognitive models demonstrate 
that chronic loneliness heightens social threat sensitivity and alters brain 
networks supporting social cognition and emotion regulation in individuals with 
psychosis. Longitudinal data show bidirectional relationships between loneliness 
and paranoia, psychotic-like experiences, and social-cognitive biases. 
Qualitative work emphasizes loneliness as a profound barrier to recovery across 
stages of illness. Understudied contributors, including attachment disruptions, 
social defeat, context, solitude, and disturbances in self and identity, shape 
subjective experiences of loneliness beyond objective isolation.
SUMMARY: Loneliness in psychosis is multidimensional, driven by interacting 
cognitive, interpersonal, developmental, and contextual processes. Future 
research should refine definitional distinctions of loneliness in psychosis 
phenomenology, incorporate dynamic and mixed-methods paradigms, and examine 
individual-specific and interpersonal mechanisms. Clinically, evidence supports 
treatments that prioritize meaning making, improving existing relationships, and 
addressing social biases, integrating cognitive, meta-cognitive, and narrative 
approaches.",PubMed,identity self-concept threat
"Author information:
(1)Department of Child and Adolescent Psychiatry, Kızıltepe State Hospital, 
Mardin, Türkiye.
(2)Department of Child and Adolescent Psychiatry, Hacettepe University Faculty 
of Medicine, Ankara, Türkiye.",PubMed,identity self-concept threat
